Changed,Created,FieldAbstract,FieldAccess,FieldAffiliatedInstitution,FieldAltTitle,FieldClassification,FieldCollectionHierarchy,FieldCoordinates,FieldCoordinatesText,FieldCopyrightDate,FieldCreatorDescription,FieldCreatorEmail,FieldCreatorRole,FieldDateModified,FieldDateOther,FieldDateSeason,FieldDateValid,FieldDegreeLevel,FieldDegreeName,FieldDepartmentName,FieldDescription,FieldDigitalFormat,FieldDigitalOrigin,FieldDisplayHints,FieldEdition,FieldEdtfDate,FieldEdtfDateCaptured,FieldEdtfDateCreated,FieldEdtfDateEmbargo,FieldEdtfDateIssued,FieldExtent,FieldFrequency,FieldFullTitle,FieldGenre,FieldGeographicSubject,FieldHideGscholarMetatags,FieldHideHocr,FieldIdentifier,FieldKeywords,FieldLanguage,FieldLccClassification,FieldLcshTopic,FieldLinkedAgent,FieldLocalRestriction,FieldMediaType,FieldMemberOf,FieldModeOfIssuance,FieldModel,FieldNote,FieldOriginalTitle,FieldPartDetail,FieldPhysicalDescription,FieldPhysicalForm,FieldPhysicalLocation,FieldPid,FieldPlacePublished,FieldPlacePublishedCountry,FieldPublisher,FieldRecordOrigin,FieldRelatedItem,FieldRelation,FieldResourceType,FieldRights,FieldSiteDisposition,FieldSortBy,FieldSource,FieldSubject,FieldSubjectGeneral,FieldSubjectHierarchicalGeo,FieldSubjectLcsh,FieldSubjectsName,FieldTableOfContents,FieldTemporalSubject,FieldThumbnail,FieldTitlePartName,FieldViewerOverride,FieldWeight,Language,Nid,RevisionLog,RevisionTimestamp,RevisionUid,Status,Title,Type,Uid,Uuid,Vid
2024-06-27T04:05:47+00:00,2024-06-27T04:05:47+00:00,,,,,,,,,,,,,,,,,,,,Portrait of J. Crichton-Patterson holding a computer and a stack of books.,,,,,,,,,1999,,,,,,,,"{""value"":""61220/utsc10311""}",,,,,"{""target_id"":906,""rel_type"":""relators:pht"",""url"":""/en/taxonomy/term/906""}",,,4,,894,,,,,,,,,,University of Toronto Scarborough,,,,15,"Digital files found in the UTSC Library's Digital Collections are meant for research and private study used in compliance with copyright legislation. Access to digital images and text found on this website and the technical capacity to download or copy it does not imply permission to re-use. Prior written permission to publish, or otherwise use images and text found on the website must be obtained from the copyright holder. Please contact UTSC Library for further information.",,,,,907,,,,,,,,34,,,19,,2024-06-27T04:05:47+00:00,1,1,Portrait of J. Crichton-Patterson,"[{""target_id"":""islandora_object"",""target_type"":""node_type"",""target_uuid"":""6399fba1-f0d8-4c8a-8162-9c8dd4d357ff""}]",1,63c8ca1b-807f-4774-b9c6-a0d715b31452,19
